id,nome_do_produto,marca,valor_de_custo,valor_de_venda,quantidade,codigo_interno,codigo_ncm,codigo_cfop,codigo_cest,origem_cst,descricao,CNPJ
197,"CARRO TERMICO 08 CUBAS CINZA",IBET,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
198,"CARRO TERMICO 10 CUBAS CINZA",IBET,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
199,"CARRO TERMICO 12 CUBAS CINZA",IBET,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
200,"CARRO TERMICO CONJUGADO 8 QUENTES 4 FRIAS",IBET,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
201,"CARRO TERMICO CONJUGADO 6 QUENTES 3 FRIAS",IBET,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
202,"CARRO TERMICO CONJUGADO 10 QUENTES 5 FRIAS",IBET,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
203,"CORTADOR DE FRIOS MXT-30",GURAL,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
204,"CORTADOR DE FRIOS AXT-30i",GURAL,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
205,"CORTADOR DE FRIOS BM-17 250MM",BERMAR,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
206,"MISTURELA PRMQ-10",PROGAS,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
207,"MISTURELA PRMOG-07",PROGAS,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
208,"DIVISORA DE MASSAS COM PEDESTAL DPC36",METVISA,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
209,"FOGÃO INDUSTRIAL 02 BOCAS ALTA PRESSÃO INOX 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
210,"FOGÃO INDUSTRIAL 03 BOCAS ALTA PRESSÃO INOX 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
211,"FOGÃO INDUSTRIAL 04 BOCAS ALTA PRESSÃO INOX 40X40","CRISTAL AÇO",0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
212,"FOGÃO INDUSTRIAL 06 BOCAS ALTA PRESSÃO INOX 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
213,"FOGÃO INDUSTRIAL 08 BOCAS ALTA PRESSÃO INOX 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
214,"FOGÃO INDUSTRIAL 02 BOCAS BAIXA PRESSÃO INOX 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
215,"FOGÃO INDUSTRIAL 03 BOCAS BAIXA PRESSÃO INOX 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
216,"FOGÃO INDUSTRIAL 04 BOCAS BAIXA PRESSÃO INOX 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
217,"FOGÃO INDUSTRIAL 06 BOCAS BAIXA PRESSÃO INOX 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
218,"FOGÃO INDUSTRIAL 08 BOCAS BAIXA PRESSÃO INOX 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
219,"FOGÃO INDUSTRIAL 02 BOCAS ALTA PRESSÃO PRETO 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
220,"FOGÃO INDUSTRIAL 03 BOCAS ALTA PRESSÃO PRETO 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
221,"FOGÃO INDUSTRIAL 04 BOCAS ALTA PRESSÃO PRETO 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
222,"FOGÃO INDUSTRIAL 06 BOCAS ALTA PRESSÃO PRETO 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
223,"FOGÃO INDUSTRIAL 08 BOCAS ALTA PRESSÃO PRETO 40X40","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
224,"FOGÃO INDUSTRIAL 02 BOCAS BAIXA PRESSÃO PRETO 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
225,"FOGÃO INDUSTRIAL 03 BOCAS BAIXA PRESSÃO PRETO 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
226,"FOGÃO INDUSTRIAL 04 BOCAS BAIXA PRESSÃO PRETO 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
227,"FOGÃO INDUSTRIAL 06 BOCAS BAIXA PRESSÃO PRETO 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
228,"FOGÃO INDUSTRIAL 08 BOCAS BAIXA PRESSÃO PRETO 40X40 TODAS DUPLAS","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
229,"FOGÃO INDUSTRIAL 02 BOCAS ALTA PRESSÃO PERFIL 7 INOX 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
230,"FOGÃO INDUSTRIAL 03 BOCAS ALTA PRESSÃO PERFIL 7 INOX 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
231,"FOGÃO INDUSTRIAL 04 BOCAS ALTA PRESSÃO PERFIL 7 INOX 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
232,"FOGÃO INDUSTRIAL 06 BOCAS ALTA PRESSÃO PERFIL 7 INOX 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
233,"FOGÃO INDUSTRIAL 08 BOCAS ALTA PRESSÃO PERFIL 7 INOX 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
234,"FOGÃO INDUSTRIAL 02 BOCAS ALTA PRESSÃO PERFIL 7 PRETO 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
235,"FOGÃO INDUSTRIAL 03 BOCAS ALTA PRESSÃO PERFIL 7 PRETO 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
236,"FOGÃO INDUSTRIAL 04 BOCAS ALTA PRESSÃO PERFIL 7 PRETO 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
237,"FOGÃO INDUSTRIAL 06 BOCAS ALTA PRESSÃO PERFIL 7 PRETO 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
238,"FOGÃO INDUSTRIAL 08 BOCAS ALTA PRESSÃO PERFIL 7 PRETO 30X30","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
239,"FOGÃO INDUSTRIAL 02 BOCAS BAIXA PRESSÃO PERFIL 7 INOX 30X30 1QS/1QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
240,"FOGÃO INDUSTRIAL 03 BOCAS BAIXA PRESSÃO PERFIL 7 INOX 30X30 1QS/2QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
241,"FOGÃO INDUSTRIAL 04 BOCAS BAIXA PRESSÃO PERFIL 7 INOX 30X30 2QS/2QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
242,"FOGÃO INDUSTRIAL 06 BOCAS BAIXA PRESSÃO PERFIL 7 INOX 30X30 3QS/3QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
243,"FOGÃO INDUSTRIAL 08 BOCAS BAIXA PRESSÃO PERFIL 7 INOX 30X30 4QS/4QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
244,"FOGÃO INDUSTRIAL 02 BOCAS BAIXA PRESSÃO PERFIL 7 PRETO 30X30 1QS/1QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
245,"FOGÃO INDUSTRIAL 03 BOCAS BAIXA PRESSÃO PERFIL 7 PRETO 30X30 2QS/1QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
246,"FOGÃO INDUSTRIAL 04 BOCAS BAIXA PRESSÃO PERFIL 7 PRETO 30X30 2QS/2QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
247,"FOGÃO INDUSTRIAL 06 BOCAS BAIXA PRESSÃO PERFIL 7 PRETO 30X30 3QS/3QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
248,"FOGÃO INDUSTRIAL 08 BOCAS BAIXA PRESSÃO PERFIL 7 PRETO 30X30 4QS/4QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
249,"FOGÃO INDUSTRIAL 02 BOCAS BAIXA PRESSÃO PERFIL 5 PRETO 30X30 1QS/1QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
250,"FOGÃO INDUSTRIAL 03 BOCAS BAIXA PRESSÃO PERFIL 5 PRETO 30X30 2QS/1QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
251,"FOGÃO INDUSTRIAL 04 BOCAS BAIXA PRESSÃO PERFIL 5 PRETO 30X30 2QS/2QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
252,"FOGÃO INDUSTRIAL 06 BOCAS BAIXA PRESSÃO PERFIL 5 PRETO 30X30 3QS/3QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
253,"FOGÃO INDUSTRIAL 08 BOCAS BAIXA PRESSÃO PERFIL 5 PRETO 30X30 4QS/4QD","CRISTAL AÇO",0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
254,"CHURRASQUEIRA 05 ESPETOS ELÉTRICA VITASMART 127V",ARKE,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
255,"CHURRASQUEIRA 05 ESPETOS ELÉTRICA VITASMART 220V",ARKE,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
256,"CHURRASQUEIRA 03 ESPETOS ELÉTRICA VITASMART 127V",ARKE,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
257,"CHURRASQUEIRA 03 ESPETOS ELÉTRICA VITASMART 220V",ARKE,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
258,"CHURRASQUEIRA 05 ESPETOS A GAS ",ARKE,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
259,"CHURRASQUEIRA 03 ESPETOS A GAS",ARKE,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
260,"CORTADOR DE FRIOS AGILE 300S",TOLEDO,0.00,7575.00,1,0,0,0,0,0,_,NUTRIGEL
261,"BALANÇA DIGITAL COM COLUNA DP50",RAMUZA,0.00,1380.00,1,0,0,0,0,0,_,NUTRIGEL
262,"BALANÇA DIGITAL 15KG",RAMUZA,0.00,768.00,2,0,0,0,0,0,_,NUTRIGEL
263,"BALANÇA DIGITAL PRIX 4 UNO WEBWIFI",TOLEDO,0.00,7525.00,3,0,0,0,0,0,_,NUTRIGEL
264,"BALANÇA DIGITAL PRIX 3 FIT ",TOLEDO,0.00,1133.00,4,0,0,0,0,0,_,NUTRIGEL
265,"BALANÇA DIGITAL 33KG QUICK",BALMAK,729.00,729.00,1,0,0,0,0,0,_,NUTRIGEL
266,"BALANÇA DIGITAL 33KG EDGE",BALMAK,0.00,6414.00,1,0,0,0,0,0,_,NUTRIGEL
267,"GAVETA PARA DINHEIRO COM SAÍDA PARA COMPUTADOR ",MULTIFORTE,0.00,743.00,9,0,0,0,0,0,_,NUTRIGEL
268,"GAVETA PARA DINHEIRO SEM SAÍDA PARA COMPUTADOR - MANUAL",MULTIFORTE,0.00,457.00,0,0,0,0,0,0,_,NUTRIGEL
269,"MOINHO DE PÃO",BRAESI,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
270,"MOINHO DE PÃO",METVISA,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
271,"PORTA CEDULAS - SEPARADOR DE DINHEIRO",MULTIFORTE,0.00,0.00,13,0,0,0,0,0,_,NUTRIGEL
272,"BEBEDOURO HERMETICO PURIFICADOR ",LIBELL,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
273,"BEBEDOURO HERMETICO PARA GALÃO",LIBELL,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
274,"FOGÃO DE MESA 04 BOCAS",CLARICE,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
275,"CAFETEIRA 08LTS 127V",CONSERCAF,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
276,"CAFETEIRA 06LTS 127V",CONSERCAF,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
277,"CAFETEIRA 04LTS 127V",CONSERCAF,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
278,"CAFETEIRA 02LTS 127V",CONSERCAF,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
279,"CAFETEIRA 08LTS 220V",CONSERCAF,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
280,"CAFETEIRA 06LTS 220V",CONSERCAF,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
281,"CAFETEIRA 04LTS 220V",CONSERCAF,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
282,"CAFETEIRA 02LTS 220V",CONSERCAF,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
283,"BANQUETA BRINA",BENFATI,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
284,"FORNO ELÉTRICO LUXO INOX 2400W 127V",LAYR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
285,"FORNO ELÉTRICO LUXO INOX 2400W 220V",LAYR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
286,"FORNO ELÉTRICO LUXO ALUMINIO 2400W 127V",LAYR,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
287,"FORNO ELÉTRICO LUXO ALUMINIO 2400W 220V",LAYR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
288,"FORNO ELÉTRICO CRYSTAL INOX 1750W 127V",LAYR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
289,"FORNO ELÉTRICO CRYSTAL INOX 1750W 220V",LAYR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
290,"FORNO ELÉTRICO CRYSTAL BRANCO 1750W 127V",LAYR,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
291,"FORNO ELÉTRICO CRYSTAL BRANCO 1750W 220V",LAYR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
292,"FORNO GOLD GÁS INOX",LAYR,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
293,"FORNO ELÉTRICO LUXO PREMIUM INOX 2400W 127V",LAYR,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
294,"FORNO ELÉTRICO LUXO PREMIUM INOX 2400W 220V",LAYR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
295,"FORNO ELÉTRICO TURBO FETP4A 220V",TITÃ,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
296,"FORNO ELÉTRICO TURBO FETP4A 127V",TITÃ,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
297,"BEBEDOURO PARA GALÃO COLUNA MASTER INOX",LIBELL,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
298,"ESTUFA 03 BANDEJAS VIDRO CURVO LINEAR",MARCHESONI,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
299,"ESTUFA 04 BANDEJAS VIDRO CURVO LINEAR",MARCHESONI,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
300,"ESTUFA 05 BANDEJAS VIDRO CURVO LINEAR",MARCHESONI,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
301,"ESTUFA 06 BANDEJAS VIDRO CURVO DUPLA",MARCHESONI,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
302,"ESTUFA 06 BANDEJAS VIDRO CURVO LINEAR",MARCHESONI,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
303,"ESTUFA 08 BANDEJAS VIDRO CURVO DUPLA",MARCHESONI,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
304,"ESTUFA 08 BANDEJAS VIDRO CURVO LINEAR",MARCHESONI,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
305,"ESTUFA 10 BANDEJAS VIDRO CURVO DUPLA",MARCHESONI,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
306,"ESTUFA 12 BANDEJAS VIDRO CURVO DUPLA",MARCHESONI,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
307,"FORNO ELÉTRICO MINICHEF PRPE-400 127V",MARCHESONI,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
308,"FORNO ELÉTRICO MINICHEF PRPE-400 220V",MARCHESONI,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
309,"MAQUINA DE GELO GMGC15A",GELOPAR,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
310,"BATEDEIRA PLANETÁRIA ECLAIR 5LTS VERMELHA",PROGAS,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
311,"BATEDEIRA PLANETÁRIA ECLAIR 5LTS VERDE",PROGAS,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
312,"BATEDEIRA PLANETÁRIA ECLAIR 5LTS PRETA",PROGAS,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
313,"BATEDEIRA PLANETÁRIA ECLAIR 5LTS ROSA",PROGAS,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
314,"ESTANTE MODULAR PRETA",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
315,"ESTANTE MODULAR BRANCA",BOLIVAR,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
316,"CAIXA FRIGORIFICA 15LTS COM TAMPA COR BRANCO",BOLIVAR,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
317,"CAIXA FRIGORIFICA 36LTS COM TAMPA COR BRANCO",BOLIVAR,0.00,0.00,24,0,0,0,0,0,_,NUTRIGEL
318,"CAIXA FRIGORIFICA 60LTS COM TAMPA COR BRANCO",BOLIVAR,0.00,0.00,10,0,0,0,0,0,_,NUTRIGEL
319,"CAIXA FRIGORIFICA 70LTS COM TAMPA COR BRANCO",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
320,"CAIXA FRIGORIFICA 130LTS COM TAMPA COR BRANCO",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
321,"CAIXA FRIGORIFICA 180LTS COM TAMPA COR BRANCO",BOLIVAR,0.00,0.00,3,0,0,0,0,0,_,NUTRIGEL
322,"CAIXA FRIGORIFICA 4,2LTS COM TAMPA COR BRANCO",BOLIVAR,0.00,0.00,13,0,0,0,0,0,_,NUTRIGEL
323,"CAIXA FRIGORIFICA 15LTS COM TAMPA COR PRETO",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
324,"CAIXA FRIGORIFICA 36LTS COM TAMPA COR PRETO",BOLIVAR,0.00,0.00,11,0,0,0,0,0,_,NUTRIGEL
325,"CAIXA FRIGORIFICA 60LTS COM TAMPA COR PRETO",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
326,"CAIXA FRIGORIFICA 70LTS COM TAMPA COR PRETO",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
327,"CAIXA FRIGORIFICA 130LTS COM TAMPA COR PRETO",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
328,"CAIXA FRIGORIFICA 180LTS COM TAMPA COR PRETO",BOLIVAR,0.00,0.00,3,0,0,0,0,0,_,NUTRIGEL
330,"ESTRADO 50X50X5 PRETO",BOLIVAR,0.00,0.00,16,0,0,0,0,0,_,NUTRIGEL
331,"ESTRADO 50X50X5 BRANCO",BOLIVAR,0.00,0.00,22,0,0,0,0,0,_,NUTRIGEL
332,"ESTRADO 25X50X2,5 PRETO ",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
333,"ESTRADO 25X50X2,5 PRETO ",BOLIVAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
334,"CHAPA PARA FOGÃO ",ITAJOBI,0.00,0.00,3,0,0,0,0,0,_,NUTRIGEL
335,"CHOPEIRA 3,5LTS",MARCHESONI,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
336,"OMBRELONE 2,0M SEM ABA",BOTAFOGO,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
337,"OMBRELONE 3,0M COM ABA",BOTAFOGO,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
338,"BANQUETA ALATA PARA BALCÃO",FLEXSTAR,0.00,0.00,11,0,0,0,0,0,_,NUTRIGEL
339,"ENSACADEIRA DE LINGUIÇA 8KG",CAF,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
340,"SELADORA EMBALAFIL MESA 400MM BIVOLT",RBAIAO,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
341,"SELADORA EMBALAFIL MESA 400MM CORTE FRIO",RBAIAO,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
342,"SELADORA DE PEDAL SEM TEMPORIZADOR 300MM BIVOLT",RBAIAO,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
343,"SELADORA DE PEDAL COM TEMPORIZADOR 400MM BIVOLT",RBAIAO,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
344,"VIDRO CURVO 44X86",POLIMAC,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
345,"VIDRO CURVO 66X34,5",MARCHESONI,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
346,"VIDRO RETO 55X1,10",PROGAS,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
347,"VIDRO RETO 82X45",PROGAS,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
348,"VIDRO RETO 30X83",VENANCIO,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
349,"VIDRO RETO 30X49",VENANCIO,0.00,0.00,6,0,0,0,0,0,_,NUTRIGEL
350,"VIDRO RETO 99X32",VENANCIO,0.00,0.00,5,0,0,0,0,0,_,NUTRIGEL
351,"VIDRO RETO 30X95",PROGAS,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
352,"VIDRO RETO 25X1,10",PROGAS,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
353,"VIDRO RETO 45X120",PROGAS,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
354,"VIDRO RETO 27X97","CRISTAL AÇO",0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
355,"VIDRO RETO 45X79",VENANCIO,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
356,"VIDRO LATERAL DE ESTUFA 25X21",MARCHESONI,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
357,"CAIXA PESCADO NITEROI 18X44X78",BOLIVAR,0.00,0.00,5,0,0,0,0,0,_,NUTRIGEL
358,"CAIXA NC 280 BRANCO VAZADA",BOLIVAR,0.00,0.00,16,0,0,0,0,0,_,NUTRIGEL
359,"CAIXA NC 480 BRANCO VAZADA",BOLIVAR,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
360,"CAIXA NC 100 MONOBLOCO 10L",BOLIVAR,0.00,0.00,10,0,0,0,0,0,_,NUTRIGEL
361,"VENTILADOR OSCILANTE DE PAREDE 50CM BIVOLT",VENTISOL,0.00,0.00,9,0,0,0,0,0,_,NUTRIGEL
362,"VENTILADOR OSCILANTE DE PAREDE 60CM BIVOLT",VENTISOL,0.00,0.00,56,0,0,0,0,0,_,NUTRIGEL
363,"VENTILADOR OSCILANTE DE COLUNA 60CM BIVOLT",VENTISOL,0.00,0.00,7,0,0,0,0,0,_,NUTRIGEL
364,"VENTILADOR OSCILANTE DE COLUNA 60CM BIVOLT",VITALEX,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
365,"VENTILADOR OSCILANTE DE PAREDE 50CM BIVOLT",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
366,"VENTILADOR OSCILANTE DE PAREDE 60CM BIVOLT",GOAR,0.00,0.00,44,0,0,0,0,0,_,NUTRIGEL
367,"EXAUSTOR 25CM 127V",VENTISOL,0.00,0.00,6,0,0,0,0,0,_,NUTRIGEL
368,"EXAUSTOR 25CM 220V",VENTISOL,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
369,"EXAUSTOR 25CM 127V",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
370,"EXAUSTOR 25CM 220V",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
371,"EXAUSTOR 30CM 127V",VENTISOL,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
372,"EXAUSTOR 30CM 220V",VENTISOL,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
373,"EXAUSTOR 30CM 127V",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
374,"EXAUSTOR 30CM 220V",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
375,"EXAUSTOR 40CM 127V",VENTISOL,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
376,"EXAUSTOR 40CM 220V",VENTISOL,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
377,"EXAUSTOR 40CM 127V",GOAR,0.00,0.00,4,0,0,0,0,0,_,NUTRIGEL
378,"EXAUSTOR 40CM 220V",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
379,"EXAUSTOR 50CM 127V",VENTISOL,0.00,0.00,1,0,0,0,0,0,_,NUTRIGEL
380,"EXAUSTOR 50CM 220V",VENTISOL,0.00,0.00,3,0,0,0,0,0,_,NUTRIGEL
381,"EXAUSTOR 50CM 127V",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
382,"EXAUSTOR 50CM 220V",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
383,"EXAUSTOR 30CM LINHA PESADA 127V",GOAR,0.00,0.00,0,0,0,0,0,0,_,NUTRIGEL
384,"EXAUSTOR 30CM LINHA PESADA 220V",GOAR,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
385,"EXAUSTOR 40CM LINHA PESADA 127V",GOAR,0.00,0.00,5,0,0,0,0,0,_,NUTRIGEL
386,"EXAUSTOR 40CM LINHA PESADA 220V",GOAR,0.00,0.00,2,0,0,0,0,0,_,NUTRIGEL
387,"EXAUSTOR 50CM LINHA PESADA 127V",GOAR,0.00,0.00,3,0,0,0,0,0,_,NUTRIGEL
388,"EXAUSTOR 50CM LINHA PESADA 220V",GOAR,0.00,0.00,5,0,0,0,0,0,_,NUTRIGEL
390,"FRITADEIRA FED-20 220V",SKYMSEN,0.00,0.00,2,,,,,,,Multimáquinas
